timestamp,hourly average,usage,hour,year,month,week,weekday,usage_scaled
2024-02-10 09:00:00,20378513.2,0.2111999999992549,9,2024,2,6,5,0.005842205137357723
2024-02-10 10:00:00,20378740.0,0.226800000000745,10,2024,2,6,5,0.006273731653228023
2024-02-10 11:00:00,20378947.0,0.207,11,2024,2,6,5,0.005726024921578196
2024-02-10 12:00:00,20379169.0,0.222,12,2024,2,6,5,0.006140954263721544
2024-02-10 13:00:00,20379388.8,0.219800000000745,13,2024,2,6,5,0.006080097960227794
2024-02-10 14:00:00,20379586.6,0.197800000000745,14,2024,2,6,5,0.005471534925084218
2024-02-10 15:00:00,20379791.0,0.2043999999985098,15,2024,2,6,5,0.005654103835565461
2024-02-10 16:00:00,20380055.0,0.264,16,2024,2,6,5,0.0073027564217229175
2024-02-10 17:00:00,20380260.0,0.205,17,2024,2,6,5,0.005670701009292416
2024-02-10 18:00:00,20380464.0,0.204,18,2024,2,6,5,0.005643039053149526
2024-02-10 19:00:00,20380663.4,0.1993999999985098,19,2024,2,6,5,0.005515794054851012
2024-02-10 20:00:00,20380880.4,0.217,20,2024,2,6,5,0.006002644483007095
2024-02-10 21:00:00,20381090.6,0.2102000000029802,21,2024,2,6,5,0.005814543181317882
2024-02-10 22:00:00,20381350.4,0.2597999999970197,22,2024,2,6,5,0.007186576205840339
2024-02-10 23:00:00,20381557.75,0.2073500000014901,23,2024,2,6,5,0.005735706606269426
2024-02-11 00:00:00,20381751.0,0.19325,0,2024,2,6,6,0.005345673024613461
2024-02-11 01:00:00,20382018.33333333,0.2673333333320916,1,2024,2,6,6,0.0073949629421648675
2024-02-11 02:00:00,20382189.4,0.1710666666664183,2,2024,2,6,6,0.004732038630836818
2024-02-11 03:00:00,20382428.5,0.2391000000014901,3,2024,2,6,6,0.006613973713806179
2024-02-11 04:00:00,20382668.0,0.2395,4,2024,2,6,6,0.006625038496222115
2024-02-11 05:00:00,20382877.33333333,0.2093333333320915,5,2024,2,6,6,0.005790569485877254
2024-02-11 06:00:00,20383115.4,0.2380666666664183,6,2024,2,6,6,0.006585389692410437
2024-02-11 07:00:00,20383330.666666668,0.2152666666693985,7,2024,2,6,6,0.005954697092434987
2024-02-11 08:00:00,20383503.0,0.1723333333320915,8,2024,2,6,6,0.00476707710859033
2024-02-11 09:00:00,20383736.5,0.2335,9,2024,2,6,6,0.006459066759364777
2024-02-11 10:00:00,20383961.0,0.2245,10,2024,2,6,6,0.006210109154078768
2024-02-11 11:00:00,20384177.0,0.216,11,2024,2,6,6,0.005974982526864204
2024-02-11 12:00:00,20384392.33333333,0.2153333333320915,12,2024,2,6,6,0.005956541222734594
2024-02-11 13:00:00,20384577.33333333,0.185,13,2024,2,6,6,0.0051174618864346195
2024-02-11 14:00:00,20384820.83333333,0.2435,14,2024,2,6,6,0.006735686320793675
2024-02-11 15:00:00,20385052.5,0.2316666666679084,15,2024,2,6,6,0.00640835317313716
2024-02-11 16:00:00,20385245.666666668,0.1931666666679084,16,2024,2,6,6,0.005343367861635902
2024-02-11 17:00:00,20385439.4,0.1937333333306014,17,2024,2,6,6,0.005359042970006954
2024-02-11 18:00:00,20385668.33333333,0.2289333333335816,18,2024,2,6,6,0.006332743826319114
2024-02-11 19:00:00,20385883.2,0.2148666666671633,19,2024,2,6,6,0.005943632309916001
2024-02-11 20:00:00,20386091.0,0.207800000000745,20,2024,2,6,6,0.005748154486513116
2024-02-11 21:00:00,20386314.0,0.223,21,2024,2,6,6,0.006168616219864434
