time,active_energy_import_diff,active_energy_export_diff,reactive_energy_import_diff,reactive_energy_export_diff,apparent_energy_import_diff,apparent_energy_export_diff
2024-10-10T23:09:33.971Z,3945,0,0,623,4930,0
2024-10-10T23:11:59.7349998Z,732,0,0,130,820,0
2024-10-10T23:29:37.212Z,6575,0,0,1059,8124,0
2024-10-10T23:39:38.0420001Z,4198,0,0,644,5359,0
2024-10-10T23:49:34.3770002Z,3764,0,1,539,4502,0
2024-10-10T23:59:31.74Z,3479,0,1,489,3981,0
2024-10-11T00:09:32.8459999Z,4006,0,2,505,4768,0
2024-10-11T00:19:33.732Z,4766,0,1,561,5852,0
2024-10-11T00:29:28.197Z,5442,0,2,617,6894,0
2024-10-11T00:39:33.78Z,5298,0,3,604,6662,0
2024-10-11T00:49:33.651Z,6166,0,3,670,7982,0
2024-10-11T00:59:37.164Z,5593,0,2,636,7156,0
2024-10-11T01:09:36.065Z,5182,0,1,620,6500,0
2024-10-11T01:19:31.164Z,4723,0,1,579,5815,0
2024-10-11T01:29:34.549Z,5466,0,0,633,6718,0
2024-10-11T01:39:32.038Z,6373,0,2,669,7867,0
2024-10-11T01:49:37.072Z,6263,0,0,651,7677,0
2024-10-11T01:59:36.044Z,6181,0,1,625,7496,0
2024-10-11T02:09:37.911Z,5592,0,2,601,6812,0
2024-10-11T02:19:31.467Z,5491,0,0,607,6880,0
2024-10-11T02:29:37.938Z,5185,0,2,586,6411,0
2024-10-11T02:49:32.471Z,9670,0,1,1101,11430,0
2024-10-11T02:59:27.894Z,5336,0,0,576,6173,0
2024-10-11T03:09:29.34Z,5862,0,1,627,6962,0
2024-10-11T03:19:32.227Z,4585,0,0,508,5051,0
2024-10-11T03:29:35.793Z,4071,0,0,525,4676,0
2024-10-11T03:39:29.773Z,3605,0,0,506,4043,0
2024-10-11T03:49:38.2709998Z,3551,0,0,492,3872,0
2024-10-11T03:59:34.692Z,4626,0,0,533,5276,0
2024-10-11T04:09:39.733Z,5603,0,1,549,6489,0
2024-10-11T04:19:34.723Z,5391,0,1,591,6429,0
2024-10-11T04:49:37.667Z,17061,0,8,1600,20911,0
2024-10-11T04:59:29.1010002Z,6462,0,4,545,7800,0
2024-10-11T05:09:32.04Z,5660,0,1,552,6567,0
2024-10-11T05:29:39.5309998Z,9060,0,1,1028,10331,0
2024-10-11T05:39:35.04Z,5656,0,5,549,6944,0
2024-10-11T05:49:33.044Z,5816,0,2,526,7042,0
2024-10-11T06:09:33.824Z,12259,0,2,1194,15036,0
2024-10-11T06:19:38.267Z,5878,0,1,583,7089,0
2024-10-11T06:29:37.283Z,5926,0,0,616,7257,0
2024-10-11T06:49:36.16Z,11812,0,0,1264,14376,0
2024-10-11T07:13:00.56Z,13424,0,1,1499,16301,0
2024-10-11T07:29:33.619Z,8085,0,0,908,9422,0
2024-10-11T07:39:30.599Z,5376,0,0,574,6427,0
2024-10-11T07:49:37.1419999Z,4641,0,0,528,5348,0
2024-10-11T07:59:31.0820001Z,5383,0,1,578,6452,0
2024-10-11T08:09:36.108Z,6036,0,0,603,7378,0
2024-10-11T08:29:38.388Z,11435,0,1,1172,13860,0
2024-10-11T08:39:36.144Z,5588,0,1,583,6763,0
2024-10-11T08:49:34.576Z,4739,0,0,538,5506,0
2024-10-11T09:19:33.3099999Z,14302,0,1,1587,16676,0
2024-10-11T09:29:34.2660001Z,4833,0,2,502,5616,0
2024-10-11T09:39:34.4189998Z,4307,0,0,467,4889,0
2024-10-11T09:49:32.335Z,4826,0,2,471,5472,0
2024-10-11T09:59:34.82Z,5265,0,1,518,6058,0
2024-10-11T10:09:33.748Z,6284,0,2,535,7623,0
2024-10-11T10:19:34.241Z,5644,0,1,502,6719,0
2024-10-11T10:39:39.714Z,10852,0,1,1058,12947,0
2024-10-11T10:49:32.139Z,5777,0,0,560,7040,0
2024-10-11T10:59:31.075Z,6479,0,2,579,8127,0
2024-10-11T11:19:33.978Z,11386,0,8,1003,13849,0
2024-10-11T11:29:30.869Z,5179,0,3,492,6053,0
2024-10-11T11:39:30.4539999Z,4626,0,0,464,5234,0
2024-10-11T11:49:33.912Z,5181,0,1,501,6126,0
2024-10-11T11:59:27.799Z,5161,0,0,532,6142,0
2024-10-11T12:09:33.798Z,5226,0,1,531,6231,0
2024-10-11T12:19:35.766Z,5059,0,1,517,5992,0
2024-10-11T12:29:37.721Z,4312,0,1,494,4860,0
2024-10-11T12:39:28.732Z,4158,0,0,508,4580,0
2024-10-11T12:49:30.6949998Z,4318,0,0,497,4835,0
2024-10-11T13:19:31.477Z,12257,0,0,1487,13478,0
2024-10-11T13:29:34.403Z,3879,0,0,482,4162,0
2024-10-11T13:39:34.367Z,3808,0,0,469,4039,0
2024-10-11T13:59:35.927Z,9505,0,1,1067,11165,0
2024-10-11T14:09:34.258Z,4103,0,0,483,4548,0
2024-10-11T14:19:28.894Z,4912,0,3,487,5791,0
2024-10-11T14:39:34.244Z,8771,0,1,908,9895,0
2024-10-11T14:49:28.815Z,4270,0,0,440,4752,0
2024-10-11T14:59:34.2420001Z,4658,0,0,528,5488,0
2024-10-11T15:13:02.4660001Z,6130,0,0,762,7182,0
2024-10-11T15:19:35.9749998Z,2437,0,0,342,2687,0
2024-10-11T15:29:40.296Z,4361,0,0,549,5020,0
2024-10-11T15:39:34.8629998Z,3770,0,0,531,4139,0
2024-10-11T15:49:34.3469998Z,3464,0,0,512,3636,0
2024-10-11T15:59:32.212Z,3981,0,0,524,4451,0
2024-10-11T16:09:34.063Z,3748,0,0,550,4125,0
2024-10-11T16:19:31.5899999Z,3446,0,0,534,3621,0
2024-10-11T16:29:35.1370002Z,4073,0,0,569,4630,0
2024-10-11T16:39:30.479Z,3442,0,0,534,3619,0
2024-10-11T16:49:34.987Z,4090,0,0,564,4651,0
2024-10-11T16:59:31.5250002Z,3438,0,0,530,3615,0
2024-10-11T17:09:29.936Z,4098,0,0,550,4652,0
2024-10-11T17:19:35.01Z,3849,0,0,529,4269,0
2024-10-11T17:29:34.529Z,3746,0,0,541,4107,0
2024-10-11T17:39:31.409Z,3349,0,0,522,3523,0
2024-10-11T17:49:37.84Z,3804,0,0,539,4177,0
2024-10-11T18:09:29.77Z,7882,0,0,1073,8893,0
2024-10-11T18:19:34.869Z,4001,0,0,541,4509,0
2024-10-11T18:29:37.211Z,3342,0,0,518,3515,0
2024-10-11T18:39:36.26Z,3421,0,0,521,3593,0
2024-10-11T18:49:37.169Z,3726,0,0,533,4089,0
2024-10-11T18:59:35.1019999Z,3420,0,0,516,3597,0
2024-10-11T19:09:29.9700001Z,4004,0,0,545,4527,0
2024-10-11T19:29:37.075Z,6672,0,0,1021,7014,0
2024-10-11T19:39:34.9690002Z,3362,0,0,501,3531,0
2024-10-11T19:49:34.994Z,3343,0,0,492,3512,0
2024-10-11T20:09:32.401Z,6652,0,0,977,6989,0
2024-10-11T20:19:36.922Z,3319,0,0,489,3487,0
2024-10-11T20:29:35.907Z,3806,0,0,510,4244,0
2024-10-11T20:39:31.328Z,3363,0,0,500,3531,0
2024-10-11T21:19:33.288Z,11229,0,0,2053,12634,0
2024-10-11T21:29:32.743Z,2739,0,0,525,3337,0
2024-10-11T21:39:36.113Z,2515,0,0,514,2890,0
2024-10-11T21:49:33.6570002Z,3361,0,0,542,4037,0
2024-10-11T22:09:40.197Z,7768,0,0,1136,9850,0
2024-10-11T22:19:30.152Z,3906,0,0,567,4960,0
2024-10-11T22:29:33.0869998Z,4168,0,0,593,5399,0
2024-10-11T22:59:35.015Z,10811,0,0,1594,13199,0
2024-10-11T23:29:32.436Z,9547,0,0,1664,11299,0
2024-10-11T23:39:34.0820001Z,2556,0,0,530,2739,0
2024-10-11T23:49:36.201Z,2529,0,0,528,2716,0
2024-10-11T23:59:35.444Z,2521,0,0,523,2712,0
2024-10-12T00:09:36.293Z,2482,0,0,493,2658,0
2024-10-12T00:19:35.359Z,2439,0,0,493,2615,0
2024-10-12T00:29:37.465Z,2433,0,0,494,2611,0
2024-10-12T00:49:32.954Z,5948,0,0,1104,6840,0
2024-10-12T00:59:36.29Z,3258,0,0,572,3863,0
2024-10-12T01:09:35.7460001Z,3661,0,0,614,4519,0
2024-10-12T01:19:29.68Z,3006,0,0,557,3507,0
2024-10-12T01:29:34.733Z,3153,0,0,555,3654,0
2024-10-12T01:39:32.719Z,3047,0,0,539,3387,0
2024-10-12T01:49:31.239Z,2797,0,0,516,2972,0
2024-10-12T01:59:36.0309998Z,2642,0,0,518,2823,0
2024-10-12T02:09:38.894Z,3146,0,0,567,3607,0
2024-10-12T02:19:36.408Z,3776,0,0,606,4462,0
2024-10-12T02:49:38.94Z,10488,0,0,1727,11950,0
2024-10-12T02:59:37.822Z,3030,0,0,521,3239,0
2024-10-12T03:09:33.738Z,3586,0,0,536,3752,0
2024-10-12T03:29:35.804Z,7015,0,0,1062,7358,0
2024-10-12T03:39:33.175Z,3967,0,0,561,4416,0
2024-10-12T03:49:36.733Z,3397,0,0,572,3901,0
2024-10-12T03:59:31.073Z,2919,0,0,531,3163,0
2024-10-12T04:09:33.569Z,2468,0,1,483,2656,0
2024-10-12T04:19:33.608Z,1722,0,5,432,2539,0
2024-10-12T04:29:31.922Z,2284,0,0,515,2470,0
2024-10-12T04:39:37.965Z,3136,0,0,555,3635,0
2024-10-12T04:49:33.917Z,2890,0,0,530,3149,0
2024-10-12T04:59:35.929Z,3130,0,0,541,3466,0
2024-10-12T05:09:37.283Z,3565,0,0,535,3875,0
2024-10-12T05:39:35.8970002Z,11611,0,0,1480,12504,0
2024-10-12T05:49:37.292Z,3564,0,0,437,3988,0
2024-10-12T05:59:32.223Z,3336,0,0,433,3682,0
2024-10-12T06:09:32.041Z,3636,0,0,409,3925,0
2024-10-12T06:19:29.668Z,3859,0,0,437,4105,0
2024-10-12T06:49:35.105Z,9925,0,0,1297,10515,0
2024-10-12T06:59:33.564Z,3762,0,0,466,4215,0
2024-10-12T07:09:31.5109998Z,3944,0,0,457,4397,0
2024-10-12T07:11:19.09Z,645,0,0,77,673,0
2024-10-12T07:29:32.812Z,7563,0,0,815,8045,0
2024-10-12T07:59:37.272Z,11521,0,0,1333,12370,0
2024-10-12T08:09:34.283Z,3636,0,0,445,4022,0
2024-10-12T08:19:35.1979999Z,4142,0,0,458,4573,0
2024-10-12T08:29:32.178Z,4072,0,0,437,4296,0
2024-10-12T08:49:38.743Z,6430,0,0,874,6898,0
2024-10-12T08:59:33.591Z,3108,0,0,432,3351,0
2024-10-12T09:09:37.1949998Z,3626,0,0,445,3948,0
2024-10-12T09:19:34.08Z,3920,0,0,461,4324,0
2024-10-12T09:29:31.084Z,4133,0,0,447,4503,0
2024-10-12T09:39:34.4949998Z,3032,0,0,425,3255,0
2024-10-12T09:49:35.499Z,3015,0,0,417,3173,0
2024-10-12T09:59:32.028Z,3243,0,0,414,3395,0
2024-10-12T10:19:37.4500001Z,6459,0,0,847,6935,0
2024-10-12T10:29:33.983Z,3294,0,0,416,3556,0
2024-10-12T10:49:37.941Z,6995,0,0,831,7607,0
