time,active_energy_import_diff,active_energy_export_diff,reactive_energy_import_diff,reactive_energy_export_diff,apparent_energy_import_diff,apparent_energy_export_diff
2024-10-10T23:29:12.015Z,2457,0,1247,0,2882,0
2024-10-10T23:38:51.027Z,1875,0,931,0,2218,0
2024-10-10T23:59:08.5050002Z,5306,0,2281,0,6070,0
2024-10-11T00:08:58.3989998Z,2785,0,1069,0,3109,0
2024-10-11T00:18:58.421Z,2171,0,787,0,2434,0
2024-10-11T00:29:16.461Z,2800,0,975,0,3114,0
2024-10-11T00:39:09.42Z,2990,0,1111,0,3331,0
2024-10-11T00:48:56.36Z,2679,0,1017,0,2990,0
2024-10-11T00:58:53.423Z,2117,0,792,0,2385,0
2024-10-11T01:19:03.905Z,5521,0,2126,0,6202,0
2024-10-11T01:38:59.391Z,4631,0,1630,0,5150,0
2024-10-11T01:48:54.3010002Z,2732,0,976,0,3049,0
2024-10-11T01:58:55.698Z,2828,0,1033,0,3147,0
2024-10-11T02:08:59.1370002Z,2536,0,926,3,2818,0
2024-10-11T02:19:11.125Z,2066,0,807,0,2349,0
2024-10-11T02:29:02.028Z,2771,0,1103,0,3120,0
2024-10-11T02:39:12.203Z,2839,0,1076,0,3179,0
2024-10-11T02:48:50.672Z,2411,0,893,0,2688,0
2024-10-11T02:59:11.1140001Z,2164,0,781,0,2441,0
2024-10-11T03:08:50.5899999Z,2820,0,1016,0,3131,0
2024-10-11T03:19:15.048Z,2822,0,1084,0,3159,0
2024-10-11T03:28:51.012Z,2386,0,920,0,2676,0
2024-10-11T03:39:01.517Z,2300,0,870,0,2602,0
2024-10-11T11:59:04.5810002Z,128772,0,50640,0,145107,0
2024-10-11T12:08:58.255Z,2177,0,986,0,2533,0
2024-10-11T12:18:50.7Z,2563,0,1170,0,2954,0
2024-10-11T12:28:59.731Z,2584,0,1164,0,2972,0
2024-10-11T12:39:16.18Z,1998,0,863,0,2292,0
2024-10-11T12:49:02.185Z,2217,0,972,0,2564,0
2024-10-11T13:18:53.7579999Z,7286,0,3117,0,8321,0
2024-10-11T13:28:56.323Z,2372,0,1004,0,2722,0
2024-10-11T13:49:02.093Z,5084,0,2311,0,5850,0
2024-10-11T13:59:14.077Z,1910,0,869,0,2225,0
2024-10-11T14:09:03.651Z,2333,0,1089,0,2722,0
2024-10-11T14:29:04.4500001Z,5021,0,2370,0,5817,0
2024-10-11T14:39:12.9860001Z,1915,0,897,0,2241,0
2024-10-11T14:49:11.937Z,2408,0,1190,0,2831,0
2024-10-11T14:58:57.174Z,2580,0,1304,0,3038,0
2024-10-11T15:09:11.077Z,2397,0,1203,0,2809,0
2024-10-11T15:18:53.1300001Z,1915,0,948,0,2265,0
2024-10-11T15:29:10.6619999Z,2471,0,1256,0,2924,0
2024-10-11T15:59:13.0469998Z,6812,0,3466,0,8043,0
2024-10-11T16:09:00.22Z,2498,0,1170,0,2911,0
2024-10-11T16:29:14.5099999Z,4778,0,2198,0,5526,0
2024-10-11T16:39:04.105Z,1933,0,880,0,2268,0
2024-10-11T16:49:07.0299999Z,2567,0,1202,0,2971,0
2024-10-11T17:09:04.906Z,4758,0,2224,0,5527,0
2024-10-11T17:19:06.954Z,2040,0,945,0,2389,0
2024-10-11T17:28:48.447Z,2561,0,1244,0,2995,0
2024-10-11T17:48:54.8210002Z,4694,0,2254,0,5474,0
2024-10-11T17:59:10.5250002Z,2085,0,1015,0,2459,0
2024-10-11T18:08:58.9739999Z,2554,0,1277,0,3005,0
2024-10-11T18:28:49.8139999Z,4595,0,2261,0,5387,0
2024-10-11T18:39:01.854Z,2131,0,1040,0,2519,0
2024-10-11T18:49:00.459Z,2552,0,1270,0,2995,0
2024-10-11T18:59:04.409Z,2577,0,1273,0,3019,0
2024-10-11T19:08:54.325Z,1996,0,983,0,2346,0
2024-10-11T19:18:54.696Z,2197,0,1115,0,2614,0
